,index,schoolName,average_activity,gifted_activity,needs attention_activity,average_curriculum,gifted_curriculum,poor_curriculum,average_dig,gifted_dig,poor_dig,average_fin,gifted_fin,poor_fin
91,91,219-MS-BNB-THT,0.8160919540229885,0.04597701149425287,0.13793103448275862,0.896551724137931,0.08045977011494253,0.022988505747126436,0.8225806451612904,0.04838709677419355,0.12903225806451613,0.8735632183908046,0.11494252873563218,0.011494252873563218
92,92,220-MS-BNB-THT,0.7368421052631579,0.08421052631578947,0.17894736842105263,0.8297872340425532,0.06382978723404255,0.10638297872340426,0.8059701492537313,0.0,0.19402985074626866,0.8645833333333334,0.041666666666666664,0.09375
93,93,221-MS-MPK-MPK,0.9529411764705882,0.0,0.047058823529411764,0.8690476190476191,0.13095238095238096,0.0,,,,0.9294117647058824,0.047058823529411764,0.023529411764705882
94,94,223-MS-MPK-MPK,0.9285714285714286,0.023809523809523808,0.047619047619047616,0.6428571428571429,0.35714285714285715,0.0,0.6666666666666666,0.0,0.3333333333333333,0.7261904761904762,0.23809523809523808,0.03571428571428571
95,95,224-MS-MPK-MPK,0.9178082191780822,0.0273972602739726,0.0547945205479452,0.9583333333333334,0.027777777777777776,0.013888888888888888,1.0,0.0,0.0,0.9178082191780822,0.0136986301369863,0.0684931506849315
96,96,225-MS-MPK-MPK,0.8765432098765432,0.024691358024691357,0.09876543209876543,0.8641975308641975,0.09876543209876543,0.037037037037037035,0.7843137254901961,0.0,0.21568627450980393,0.8641975308641975,0.04938271604938271,0.08641975308641975
97,97,226-MS-MPK-MPK,0.8732394366197183,0.04225352112676056,0.08450704225352113,0.8840579710144928,0.08695652173913043,0.028985507246376812,,,,0.8732394366197183,0.04225352112676056,0.08450704225352113
98,98,227-MS-MPK-MPK,0.7435897435897436,0.07692307692307693,0.1794871794871795,0.7948717948717948,0.1282051282051282,0.07692307692307693,,,,0.7692307692307693,0.07692307692307693,0.15384615384615385
99,99,228-MS-LRK-LRK,0.8764044943820225,0.06741573033707865,0.056179775280898875,0.75,0.03409090909090909,0.2159090909090909,0.7941176470588235,0.08823529411764706,0.11764705882352941,0.7078651685393258,0.02247191011235955,0.2696629213483146
100,100,229-MS-LRK-LRK,0.7831325301204819,0.060240963855421686,0.1566265060240964,0.8717948717948718,0.02564102564102564,0.10256410256410256,0.8,0.05714285714285714,0.14285714285714285,0.891566265060241,0.012048192771084338,0.0963855421686747
101,101,230-MS-LRK-LRK,0.5394736842105263,0.2894736842105263,0.17105263157894737,0.7391304347826086,0.14492753623188406,0.11594202898550725,,,,0.631578947368421,0.15789473684210525,0.21052631578947367
102,102,231-MS-LRK-LRK,0.9310344827586207,0.034482758620689655,0.034482758620689655,0.9767441860465116,0.023255813953488372,0.0,0.5,0.5,0.0,0.8620689655172413,0.04597701149425287,0.09195402298850575
103,103,232-MS-KHR-SUK,0.9354838709677419,0.0,0.06451612903225806,0.8924731182795699,0.06451612903225806,0.043010752688172046,0.75,0.0,0.25,0.7956989247311828,0.03225806451612903,0.17204301075268819
104,104,233-MS-KHR-SUK,0.9578947368421052,0.010526315789473684,0.031578947368421054,0.9052631578947369,0.07368421052631578,0.021052631578947368,1.0,0.0,0.0,0.9157894736842105,0.031578947368421054,0.05263157894736842
105,105,234-MS-KHR-SUK,0.9555555555555556,0.022222222222222223,0.022222222222222223,0.9,0.07777777777777778,0.022222222222222223,1.0,0.0,0.0,0.8111111111111111,0.06666666666666667,0.12222222222222222
106,106,235-MS-KHR-SUK,0.8775510204081632,0.02040816326530612,0.10204081632653061,0.826530612244898,0.11224489795918367,0.061224489795918366,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.11224489795918367,0.10204081632653061
107,107,236-MS-LRK-LRK,0.8602150537634409,0.010752688172043012,0.12903225806451613,0.8602150537634409,0.043010752688172046,0.0967741935483871,1.0,0.0,0.0,0.8279569892473119,0.043010752688172046,0.12903225806451613
108,108,237-MS-KHR-SUK,0.782608695652174,0.09782608695652174,0.11956521739130435,0.8333333333333334,0.044444444444444446,0.12222222222222222,0.5,0.5,0.0,0.6739130434782609,0.03260869565217391,0.29347826086956524
109,109,238-MS-KHR-SUK,0.8888888888888888,0.07777777777777778,0.03333333333333333,0.8,0.12222222222222222,0.07777777777777778,0.0,1.0,0.0,0.6666666666666666,0.12222222222222222,0.2111111111111111
110,110,239-MS-LRK-LRK,0.7619047619047619,0.11904761904761904,0.11904761904761904,0.725,0.0125,0.2625,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.7529411764705882,0.023529411764705882,0.2235294117647059
111,111,240-MS-LRK-LRK,0.967391304347826,0.010869565217391304,0.021739130434782608,0.8695652173913043,0.11956521739130435,0.010869565217391304,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.8586956521739131,0.08695652173913043,0.05434782608695652
